poll_id,sample_size,population,end_date,state,Biden,Buttigieg,Cheney,Christie,Clinton,Cohen,Cotton,Cruz,Cuban,DeSantis,Haley,Harris,Hawley,Hogan,Kennedy,M. Obama,Manchin,Mapstead,McConaughey,Musk,Newsom,Noem,Oliver,P. Murphy,Pence,Phillips,Pompeo,Pritzker,R. Scott,Ramaswamy,Romney,Rubio,Sanders,Scott,Segal,Shapiro,Stein,Sununu,Swift,Trump,Trump Jr.,Warren,West,Whitmer,Yang,Youngkin
82030,1015,rv,1/21/23,"",40.45,,,,,,,,,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.9,,,,,,
82031,6000,rv,1/22/23,"",42.5,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82037,,lv,1/18/23,"",44,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82042,1676,rv,1/23/23,"",52,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82042,2288,a,1/23/23,"",50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
82046,790,rv,1/20/23,"",39,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82046,1000,a,1/20/23,"",37,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
82049,2529,lv,1/20/23,"",45.8,,,,,,,,,45,,,,,,,,,,,,,,,41.1,,,,,,,,,,,,,,,43.9,,,,,,
82054,500,lv,1/12/23,North Carolina,46.1,,,,,,,,,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,,,,,,
82063,1000,lv,1/24/23,"",43,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
82067,1024,lv,1/25/23,"",43.5,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82071,1179,lv,1/26/23,New Hampshire,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,39,,,,,,
82086,6000,rv,1/29/23,"",42.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82105,1139,lv,1/29/23,"",39.5,,,,,,,,,39,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82105,1500,rv,1/29/23,"",37,,,,,,,,,33,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
82107,895,rv,2/1/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82113,6000,rv,2/5/23,"",42.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82127,1655,rv,2/6/23,"",42.5,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82127,2194,a,2/6/23,"",39,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82129,1063,rv,2/6/23,"",45,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82144,800,rv,2/6/23,Nevada,38,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82186,1056,rv,2/11/23,"",46.75,46,,,,,,,,44,39,47,,,,,,,,,,,,,38,,,,,,,,,,,,,,,45.5,,48,,,,
82189,6000,rv,2/12/23,"",43,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82196,887,rv,2/13/23,"",38,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82196,914,rv,2/13/23,"",32,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
82196,915,rv,2/13/23,"",43,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82196,944,rv,2/13/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82196,1101,a,2/13/23,"",35,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82196,1102,a,2/13/23,"",36.5,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82196,1103,a,2/13/23,"",29,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82202,900,lv,2/12/23,"",45,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,
82212,1429,rv,2/14/23,"",47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
82213,1000,rv,2/9/23,Arizona,37,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
82216,1838,rv,2/16/23,"",41,,,,,,,,,42,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.5,,,,,,
82225,2000,rv,2/19/23,"",41.5,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82226,6000,rv,2/19/23,"",41.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82237,1102,lv,2/19/23,"",43,,,,,,,,,34,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82237,1500,rv,2/19/23,"",38.5,,,,,,,,,28,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
82250,1000,lv,2/20/23,"",41,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82251,1717,rv,2/19/23,"",41.6666666666667,,,,,,,,,37,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82251,2228,a,2/19/23,"",38,,,,,,,,,36,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82255,1000,lv,2/23/23,"",44,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82257,608,lv,2/19/23,Florida,38,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82258,5149,lv,2/20/23,California,57.5,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
82258,7512,rv,2/20/23,California,55.5,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
82259,1023,lv,2/23/23,"",44.6666666666667,,,,,,,,,47,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82269,1060,rv,2/25/23,"",42.1,,,,,,,,,39.5,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,
82272,1993,rv,2/26/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
82273,6000,rv,2/25/23,"",42.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82279,1014,rv,2/27/23,"",42.5,,,,,,,,,44.5,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82289,1000,a,2/27/23,"",37.5,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82298,800,rv,2/26/23,"",52,,,,,,,,,43,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,39,,,,,,
82299,590,rv,2/21/23,Virginia,43,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,55
82299,680,a,2/21/23,Virginia,43.3333333333333,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,54
82305,800,rv,2/26/23,Pennsylvania,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82306,2424,lv,2/27/23,"",45.9,,,,,,,,,44.7,41,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,,,45,,,,,,
82321,5000,rv,3/5/23,"",43,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82337,1025,rv,3/5/23,New Hampshire,39.8333333333333,,,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,,38,,,,,,
82344,1621,rv,3/7/23,"",40,,,,,,,,,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82344,2116,a,3/7/23,"",37,,,,,,,,,37,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82349,1452,rv,3/7/23,Florida,42.5,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
82355,1201,lv,3/8/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82355,1500,rv,3/8/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82359,5000,rv,3/12/23,"",43,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82379,1635,rv,3/13/23,"",48,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82402,1153,rv,3/15/23,Florida,43.75,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,,,,
82403,1001,lv,3/14/23,Arizona,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,
82405,1125,lv,3/9/23,"",41.3,,,,,,,,,43.5,37.1,,,,,,,,,,,,,,40.7,,,,,,,,,34.4,,,,,,42.5,,,,,,
82408,5000,rv,3/19/23,"",43.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82423,1001,rv,3/19/23,Florida,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82424,1509,rv,3/21/23,"",38.3333333333333,,,,,,,,,39,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82424,1978,a,3/21/23,"",34.6666666666667,,,,,,,,,37,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82425,1059,rv,3/20/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82425,1060,rv,3/20/23,"",43,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82426,1000,lv,3/20/23,"",43,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82450,1250,lv,3/20/23,"",44.5,,,,,,,,,38,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,
82450,1500,rv,3/20/23,"",41.5,,,,,,,,,35,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,
82451,2905,rv,3/23/23,"",41.3333333333333,,,,,,,,,43,41.5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,
82453,4410,a,3/20/23,"",36.5,,,,,,,,,29.5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,
82470,863,rv,3/22/23,"",39.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82470,1004,a,3/22/23,"",34.5,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82471,1600,rv,3/27/23,"",47,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
82483,605,lv,3/27/23,North Carolina,42.6,,,,,,,,,43.6,,,,,,,,,,,,,,,39.4,,,,,,,,,,,,,,,43.4,,,,,,
82492,1007,lv,3/29/23,"",46,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82493,2550,lv,3/27/23,"",46.15,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,
82501,729,rv,3/31/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82504,1000,lv,4/1/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82514,5000,rv,3/26/23,"",42.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82516,5000,rv,4/2/23,"",42,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82533,1562,rv,4/3/23,"",39.3333333333333,,,,,,,,,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82533,2000,a,4/3/23,"",36.3333333333333,,,,,,,,,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82534,1319,rv,4/4/23,"",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82534,1500,a,4/4/23,"",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82535,971,lv,4/3/23,"",39,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82550,1000,a,4/6/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
82557,1180,lv,4/4/23,"",44.5,,,,,,,,,36,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82557,1500,rv,4/4/23,"",40,,,,,,,,,31,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82562,600,lv,4/4/23,Iowa,39.25,,,,,,,,,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.4,,,,,,
82564,5000,rv,4/9/23,"",43,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82590,1322,rv,4/11/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82590,1500,a,4/11/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
82601,643,rv,4/7/23,Pennsylvania,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,
82609,500,rv,4/13/23,Arizona,43.5,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82610,500,rv,4/13/23,Pennsylvania,44,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82613,6000,rv,4/16/23,"",42.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82625,1027,rv,4/17/23,"",45.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82625,1530,a,4/17/23,"",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
82627,1316,rv,4/18/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82627,1500,a,4/18/23,"",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82631,1485,rv,4/17/23,"",41,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82631,1968,a,4/17/23,"",38,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82649,1500,rv,4/17/23,"",46.5,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82650,1845,rv,4/19/23,"",40,,,,,,,,,43,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,,,,,,
82653,1214,lv,4/10/23,"",45,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82655,500,rv,4/19/23,Michigan,44,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82658,500,rv,4/20/23,Wisconsin,46.5,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82661,500,rv,4/20/23,Nevada,43.5,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82662,6000,rv,4/23/23,"",43.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82663,,rv,4/24/23,"",43,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82663,1005,a,4/24/23,"",38,,,,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
82677,1619,rv,4/23/23,"",42.85,,,,,,,,,41.85,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05,,,,,,
82677,2019,a,4/23/23,"",38.2,,,,,,,,,37.85,,37.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,,,,,,
82678,677,lv,4/21/23,Texas,41,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82683,1250,rv,4/13/23,"",39.9,,,,,,,,,43.1,36.4,,,,,,,,,,,,,,39.8,,,,,,,,,33.7,,,,,,43.4,,,,,,
82688,1100,rv,4/25/23,"",43.1,,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,,,,,,
82697,2500,lv,4/20/23,"",45.5,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2,,,,,,
82701,1257,lv,4/24/23,"",46,,,,,,,,,37,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,
82701,1500,rv,4/24/23,"",43,,,,,,,,,33,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,,
82704,1000,lv,4/27/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82705,1012,lv,4/27/23,"",46,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82707,613,rv,4/26/23,Nevada,45.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82708,500,rv,4/27/23,Georgia,43,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82710,1577,rv,5/1/23,"",41,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82710,2044,a,5/1/23,"",36,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82712,6000,rv,4/30/23,"",43.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82726,501,rv,4/23/23,Tennessee,24,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82726,502,rv,4/23/23,Tennessee,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82727,1357,rv,5/2/23,"",45.5,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
82727,1500,a,5/2/23,"",41,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82729,1050,lv,5/2/23,"",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82741,1208,rv,5/2/23,"",47.5,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82751,900,rv,5/3/23,"",40.5,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
82751,1006,a,5/3/23,"",41.5,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,
82768,6000,rv,5/7/23,"",44,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82786,1057,rv,5/8/23,"",45,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82786,1060,rv,5/8/23,"",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82788,700,lv,5/8/23,Pennsylvania,48,,,,,,,,,38.5,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82804,500,lv,5/9/23,Colorado,46.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
82805,500,lv,5/8/23,Minnesota,46.5,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82806,500,lv,5/8/23,New Mexico,47,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82807,500,lv,5/9/23,Virginia,46,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82814,830,rv,5/12/23,"",41.5,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,,,,,,
82814,1009,a,5/12/23,"",38.35,,,,,,,,,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.8,,,,,,
82816,6000,rv,5/14/23,"",43.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82827,1591,rv,5/15/23,"",40,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82827,2042,a,5/15/23,"",37.5,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82828,,rv,5/15/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82828,4415,a,5/15/23,"",37.3333333333333,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,
82832,1302,rv,5/16/23,"",41.5,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82832,1500,a,5/16/23,"",39,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82834,789,rv,5/13/23,"",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82846,500,rv,5/17/23,Georgia,43.3333333333333,,,,,,,,,45,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,43,,,,,,
82847,500,rv,5/17/23,Arizona,44.6666666666667,,,,,,,,,47,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,44,,,,,,
82848,2004,rv,5/18/23,"",40.6666666666667,,,,,,,,,42,38,40.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,,,,,,
82849,1117,lv,5/17/23,"",45.5,,,,,,,,,33,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,
82849,1500,rv,5/17/23,"",42.5,,,,,,,,,29,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,
82854,987,lv,5/19/23,Kentucky,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,
82856,6000,rv,5/21/23,"",42.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82870,833,rv,5/18/23,"",47.5,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
82870,1010,a,5/18/23,"",48.5,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,
82873,1616,rv,5/22/23,"",47,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,
82875,1122,lv,5/14/23,"",47,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82876,2527,lv,5/18/23,"",45.85,,,,,,,,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.7,,,,,,
82877,1000,lv,5/24/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,
82878,1000,rv,5/17/23,Texas,42,,,,,,,,,44.5,,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,
82880,1064,rv,5/22/23,Iowa,38.1,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,,,,,,
82890,412,rv,5/19/23,Nevada,38.495,,,,,,,,,46.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.48,,,,,,
82897,1035,lv,5/25/23,"",43.75,,,,,,,,,40,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82903,6000,rv,5/28/23,"",43,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82911,853,rv,5/28/23,"",39.75,,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,
82911,1000,a,5/28/23,"",36.35,,,,,,,,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,,,,,
82912,1313,rv,5/31/23,"",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,
82912,1500,a,5/31/23,"",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,
82915,1961,rv,5/27/23,"",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
82924,5700,rv,5/27/23,"",43,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,
82927,1011,rv,5/30/23,"",46,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82927,1015,rv,5/30/23,"",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82930,1496,rv,6/1/23,"",40.5,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82930,1911,a,6/1/23,"",36.5,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
82932,1207,lv,5/31/23,"",46.5,,,,,,,,,33,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82932,1500,rv,5/31/23,"",41.5,,,,,,,,,30,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82934,1012,lv,6/1/23,"",44,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82937,400,lv,5/24/23,Nevada,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,
82938,1062,lv,5/24/23,California,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
82939,6000,rv,6/4/23,"",43,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,
82951,678,a,5/23/23,Virginia,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
82972,902,lv,6/7/23,North Carolina,40.3,,,,,,,,,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,,,,
82975,600,lv,6/7/23,Georgia,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
82980,1000,rv,6/9/23,"",33.3,,,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,,
82983,773,lv,6/8/23,Washington,52,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,
82984,6000,rv,6/11/23,"",42.5,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,
